// key	CHAT_SPA_
sc001_spa_1	呼…沒什麼比寵愛自己一下更好的了♥
sc063_spa_3	啊、惡魔先生…你能靠近一點嗎？我講話…不大聲。但、但我真的很想…跟惡魔先生聊天。
sc063_spa_4	惡魔先生…覺得我…很難相處嗎？我想要…更了解惡魔先生…一點。
sc063_spa_max	沒有惡魔先生的話…我就活不下去。但是…惡魔先生現在卻說我是累贅？太過分…太過分了！
sc064_spa_1	不知如何磨劍的劍客，不過是個只會失敗的傻瓜而已。
sc064_spa_2	你不管什麼時候都沒有成長。真是讓我感到無聊。
sc064_spa_3	你要有辦法跟上我的腳步。我對落後的人不會太客氣。
sc064_spa_4	你到底還要讓你的弱點拖累你到什麼時候呢？如果你有想成為魔王的野心，那就拿出本事吧！
sc064_spa_5	我從沒聽過有人靠著想太多，就能把事情完成的。你只要專注在一件問題上就好，那就是你想成為怎麼樣的人？
sc064_spa_max	名聲不是你自己的。那是所有支持你，以及在你身旁奮戰之人的東西，當然也包含了我。
sc065_spa_1	啊…要一起來嗎，男孩？
sc065_spa_2	那是新鮮玫瑰的芳香嗎？是誰加到溫泉裡的？喔呵呵呵♥太棒了！♥
sc065_spa_3	你想知道我的魅力來源嗎？喔呵呵呵。你是想裝害羞來讓我喜歡你嗎？
sc065_spa_4	我真希望你能做些事來改變這鬱悶的氣氛。
sc065_spa_max	我對愛情沒興趣。愛情不過是場祕密的惡作劇罷了。不過要是你想體驗，那我能給你類似的…體驗。
sc066_spa_1	這樣是不是有點…太沒戒心了？
sc066_spa_2	喔，你也在這啊？如果你不介意的話，我今天想一個人放鬆。
sc066_spa_3	你的魔力虛弱到我幾乎感覺不到。如果我是你的話，我會盡可能都不動，以免消耗掉那一點點的魔力。不過看來你跟個小孩一樣，什麼都不懂。
sc066_spa_4	我最近迷上了作弄笨蛋惡魔。他們都是超容易作弄的目標。你是在笑什麼？你也是其中之一啊。
sc066_spa_max	我會完成自己的工作，除此之外我不想讓自己太累。我的身體不是很好。懂我的意思吧？所以請有效率的利用我。
sc067_spa_1	我想，有時不去思考死亡也不錯。
sc067_spa_2	人生是座監獄。通向永恆自由的鑰匙就是…死亡。
sc067_spa_3	你想讓我坐在這邊，等時間耗掉嗎？為什麼要等？讓我們一起結束這無聊的人生吧。
sc067_spa_4	我的願望只有一個，那就是死亡。但我在這裡的時候，有種奇怪的想法，那就是人生除了無盡的折磨外，還有些別的東西。
sc067_spa_5	人生很複雜，而死亡是終極的終點。所以珍惜自己的生命。
sc067_spa_max	惡魔…Child…我們都理解生與死之間的關係，但我們最後又都會是孤獨一人。那就這樣吧。如果你想活下來，那我也選擇活下來。
sc068_spa_1	洗完澡後就是要…\來杯「安布羅西亞特製奶昔」！
sc068_spa_2	你想知道我食譜的秘密？關鍵字就是「秘密」喔。…算了，我告訴你好了。讓我那麼特別的就是…我的才能！
sc068_spa_3	我幫你準備了超級特別的甜點喔！你很興奮對吧？
sc068_spa_4	你說不確定甜點的味道怎樣，是什麼意思？這不可能…好吧，下次我會準備一個好吃到你會目瞪口呆的東西！
sc068_spa_max	讓我教你放在特製安布羅西亞甜點中的祕方吧。沒錯！那就是羞於與惡魔見面的少女的甜甜初戀！♥
sc069_spa_1	真沒想到會在這而遇見你。
sc069_spa_2	其他的Child都有那麼酷的主人。為什麼我的這麼…這麼…這個樣子？
sc069_spa_3	主人，其實你挺狡猾的耶。你通常都白癡白癡的，但在緊急時刻，總是能平安度過。
sc069_spa_max	喂！你甘願一輩子當個吊車尾嗎？主人，我知道你比大部分的候補生都還厲害。所以開始好好表現吧！
sc072_spa_1	我可不能放鬆警戒…
sc072_spa_2	少年，說真的。你不相信我，對吧？
sc072_spa_3	少年啊，別獨自行動。真是的，只要放著你不管，我就會害怕你出什麼事。
sc072_spa_4	我不是要你感謝我才照顧你的。…什麼？不，我才不覺得害羞。我只是…等等。你是在作弄我嗎？
sc072_spa_max	聽好，我知道你可能覺得我這麼蠻橫很煩人。但我的工作就是要保護你。這就是我出生的意義。
sc073_spa_1	這裡…看起來還好。
sc073_spa_2	空虛…成為Child…戰鬥…一切都是空虛。
sc073_spa_3	我為什麼就要活得很拼命呢？也許今天沒事，那明天呢？沒人知道未來會發生什麼事。
sc073_spa_4	你這頑固的惡魔。你明明抱怨過這很麻煩…但你為什麼還是要照顧我呢？
sc073_spa_5	如果一切都是一場空，那我至少該去做自己想做的事，追逐自己的夢想。
sc073_spa_max	我又懶又膽小。如果你不引領我的話，那我就會一直待在原地。
sc074_spa_1	騙子！你說這會令人感到舒服，但這只不過是一堆熱水罷了！
sc074_spa_2	惡魔大哥！你該不會是又忘了吧？我喜歡的是莫娜小姐，不是你！…嗯？你那是什麼表情？你是在生悶氣嗎？
sc074_spa_3	惡魔大哥！有人告訴我，你覺得我的應援很煩。嗯？是我聽錯了嗎？
sc074_spa_4	一直都是同樣的應援方式，一定會膩，所以我要試試新版本！好啦，要開始了！…你為什麼把耳朵塞起來了？
sc074_spa_max	我每天為你加油成這樣，你居然沒有整天都元氣滿滿。你在面對怠惰時的堅持，真是太棒了！…如何？我這個諷刺如何？
sc082_spa_1	這…這真是出乎意料之外。我還以為我是一個人泡湯的…
sc082_spa_2	人類稱我們這樣的關係為「友誼」嗎？我想這比「主人與Child」還好！
sc082_spa_3	你其實不喜歡一個人吧？我的直覺是這樣想的。如果你真的喜歡孤獨，那你就不會花那麼多時間跟你的Child在一起。
sc082_spa_4	啊，找到你了。我就覺得你會來，所以我等你好一段時間了。我的直覺挺準的，對吧？
sc082_spa_max	我剛剛在回想我們初次見面的時候。有人可能會說這就是緣份。那主人你會怎麼說呢？
sc083_spa_1	你在想什麼，爸爸？你滿臉通紅耶。
sc083_spa_2	爸爸為什麼生氣了？是因為我在房間發射了好幾次火箭筒嗎？這只是小小的煙火效果而已！不要說這種氣量小的話啦！
sc083_spa_3	爸爸，我還只是個孩子，你應該對我好一點。
sc083_spa_4	最近好常被人說教。知其一不知其二？爸爸，那是因為我跟你很像啊。
sc083_spa_max	孩童是在父母的關愛下成長。爸爸，你可要多關愛我一點喔。♥
sc086_spa_1	我要開動了！*咬下*
sc086_spa_2	你肚子痛嗎？等等，你衣服上的污漬…你該不會不小心吃到我加了蛙毒的食物吧？
sc086_spa_3	惡魔大人，我一直想嘗試出你會喜歡的食譜。這次我先燉了蝙蝠湯，然後煮了蜥蜴舌…
sc086_spa_max	啊，我嗎？惡魔大人，看你吃我煮的食物就飽了。
sc090_spa_1	怎麼了？還不快點過來。
sc090_spa_2	跟我一起說：榮耀歸於兀兒肯！太小聲了喔！你的頌揚太小聲了！
sc090_spa_3	只有一個方法能讓我的名聲響徹世界，那就是讓你成為魔王！
sc090_spa_max	如果你真的是魔王候補生，那你就要抬頭挺胸，表現出該有的樣子。
sc091_spa_1	啊…我好久沒感覺那麼放鬆了。
sc091_spa_2	主人，我會保護你的，\不論情況如何。\你還太弱了。
sc091_spa_3	我幫助你，讓你感到不舒服嗎？\真不幸。\你太弱了。
sc091_spa_4	主人，總有一天，\你的仁慈會為你帶來末日。
sc091_spa_5	別害怕派我去執行任務。\我存在的目的，就是要滿足你的要求。
sc091_spa_max	主人，就如我為你存在一樣，\你也為了我而存在。\我怎麼能\不保護你呢？
sc095_spa_1	啊啊，我感覺身子都快融化了…
sc095_spa_2	嗯~為什麼我的主人這麼沒用？他總是避免跟我一起切磋。我的人生就是要不斷失望嗎？
sc095_spa_3	跟其他惡魔相比，主人的教導很不尋常，而且也很困難。不過我會努力跟上的！
sc095_spa_max	你終於決定要跟我來一場了。希望你準備好了！我要使盡全身的力量對付你！這場比賽會名留青史！
sc099_spa_1	泡在溫泉裡發懶？這根本一點都不搖滾！
sc099_spa_2	能見到我，你應該要心懷感激！如果不是我，你根本連真正的惡魔精神都不知道是什麼！
sc099_spa_3	演歌不是我的菜，不過要是其他惡魔喜歡，那我會聽聽看。…嗯？什麼鬼？這不是那個笨蛋亞莉亞的音樂嗎？可惡！她又騙倒我了！
sc099_spa_4	別抵抗了。接受搖滾魂吧！哈哈哈！讚喔，比我想的還適合你！
sc099_spa_max	繆思說音樂是靈魂間的對話。所以豎起你的耳朵，仔細聽聽我要說什麼吧。
sc101_spa_1	唉呀，好燙！
sc101_spa_2	邪惡的爪牙！地獄的使者！不要再靠近了！
sc101_spa_3	你只是想將我帶向邪惡之路而已！我不可能讓你如意的！我才不會聽惡魔的話。
sc101_spa_4	我相信沒有人是生來就為惡的。
sc101_spa_5	如果惡魔學會了去愛，那惡魔也會變好嗎？如果我能消除你的邪惡之心，那你可能會變的善良又純潔…就像天使一樣。
sc101_spa_max	原來，就連惡魔都會感到寂寞。你看起來需要有人照顧。也許我能幫忙？
sc106_spa_1	你帶我來的這個地方棒極了…\也許我還是能稍稍再相信你一些吧。
sc106_spa_2	對了，我好像看到一隻長的很像猴子的惡魔。哎呀，你聽到了？嘿嘿。
sc106_spa_3	我不會一輩子當某個惡魔的Child。我也有自己的生活要過。不過在那之前，我會盡力幫你的。
sc106_spa_max	哎呀呀！你跟華生什麼時候這麼好的？我有點吃醋。啊？你說不是看起來的這樣？喔，少來。沒必要害羞嘛。嘿嘿。
sc107_spa_1	真是太棒了！這真的是天堂…
sc107_spa_2	<color=ff1493>教父！你總算對我敞開心胸了嗎？<color=ff1493>好吧，<color=ff1493>這些都是過去的事了。<color=ff1493>我會原諒你所有的罪過！
sc107_spa_3	<color=ff1493>為什麼我的標誌是向日葵？<color=ff1493>當然是因為我對太陽的狂熱嚮往啊。<color=ff1493>我的心希望能更加閃亮，<color=ff1493>並且能比其他人還要受到注目<color=ff1493>，所以它才會是這樣。哈哈哈！
sc107_spa_max	<color=ff1493>該是開始表演的時候了！<color=ff1493>我會讓你看看全世界最棒的喜劇！<color=ff1493>主演當然是<color=ff1493>我跟我的教父！<color=ff1493>歷史從未有過這麼棒的英雄組合！
sc110_spa_1	你在看什麼？\別做什麼奇怪的事。快滾！
sc110_spa_2	姬瓦的料理世界第一。\但這不是我跟她結婚的理由。
sc110_spa_3	我是姬瓦唯一的Child。\而她是我唯一的主人。
sc110_spa_4	看起來姬瓦挺喜歡你的。\需要時就找我吧。\我會幫你的。
sc110_spa_5	
sc110_spa_max	和平的魔界？\真是說夢話。\我能理解姬瓦喜歡你的原因了。
sc112_spa_1	如果你以為把我帶到區區一個溫泉，我就會對你敞開心胸…那你可錯得離譜。
sc112_spa_2	魅魔們說我應該要服從你。但是你為何這麼安靜？我怎麼對待你，你真的覺得無所謂嗎？
sc112_spa_3	我討厭惡魔。真的很討厭。儘管如此，我也不會跟你作對。這我可以向你保證。
sc112_spa_max	絕不放棄。不管是不是身為惡魔，只要你尋求真相，光明總有一天會照耀著你。
sc115_spa_1	就連泡溫泉的時間也空洞得毫無意義…
sc115_spa_2	咦？你說你覺得聽我的歌會做惡夢？別擔心—這不只是你的感覺。我的歌真的會讓人做惡夢。
sc115_spa_3	惡魔。我以為你很享受我的音樂，結果原來你一直都帶著耳塞。唉…好吧。我這次就考慮一下你的喜好好了。
sc115_spa_4	為你表演帶給我快樂。真的。不如我再為你演奏一首送葬曲吧？
sc115_spa_max	既然我都為你演奏了幾首歌曲，不如你也彈些我喜歡的歌曲作為回報吧？太好了。我想要聽「憂鬱的星期天」。
sc117_spa_1	不知道有沒有什麼咒語可以讓我的眼鏡永遠不起霧…
sc117_spa_2	你說你想跟我做朋友？這命令對我來說真令人困惑…
sc117_spa_3	惡魔是力量的泉源。我這樣講可沒有其他的意思。我只是單純為惡魔所擁有的力量而感到不可思議。
sc117_spa_4	也許是你搞錯了。我並不是被騙著簽契約的。是我自己想要簽的。
sc117_spa_max	你既不邪惡也不殘酷。你甚至一點威脅性也沒有。但你身上就是有種特質可以讓我感到安心。
sc120_spa_1	我好高興喔…
sc120_spa_2	我今天遇見一朵受傷的花。花因痛苦而哭泣，卻沒有人照顧它。為什麼沒有人可以聽見花朵的聲音呢？
sc120_spa_3	我真希望惡魔們可以和平共處，而不是互相殘殺。我知道了！你們應該一起做個花圃。這樣魔界一定會漂亮多了。
sc120_spa_4	咦，你在哪啊？我想要有人陪我。自己一個人好寂寞。啊？你說我被寵壞了是什麼意思？
sc120_spa_max	別擔心。我會保護你的！我有點害怕，但我必須勇敢起來。因為你需要我的幫助，對吧？
sc121_spa_1	你…你可以不要一直盯著我看嗎？
