// key	CHAT_
c001_17_boss_long	锵～锵！你好，可爱的主人♥
c028_death_1	趁现在还有机会，我想吃……糖醋排骨和炒饭……
c028_death_2	哈哈哈……这就是最后的……
c028_drive	你必须用生命为你的傲慢付出代价！
c028_hit_1	唔啊！
c028_hit_2	好痛！
c028_hit_3	来人啊，保护我！
c028_prskill	你竟敢……！
c028_skill	别靠近！
c028_spa	啊，这感觉真好♥\你……你到底在看什么啊？！\只有王子才可以凝视我！
c028_startbt	我想你已经拜倒在我的石榴裙下！
c028_story1	对卑微的仆人来讲，向公主提要求的确需要勇气。\这点值得称赞。
c028_story2	……小气鬼。
c028_story3	别那么生气嘛。开个玩笑而已啦！\但还是谢了。恶魔。
c028_true1	是勒达公主才对哦。\还有别忘了我的一日三餐！
c028_true2	身为我的仆人，服侍我是你的职责所在。\感到荣幸吧，我还为你准备了另外一份荣耀，为我准备餐食。
c028_true3	从现在开始，你要把所有心思都放在我身上。\我跟你说的每一句话都必须回答。听懂了吗？
c028_victory	多亏有我！现在向我跪拜，表达你的感激吧！
c029_boss_long	我是一道指引徬徨迷惘之魂的光。
c029_boss_short	我的光指引你了吗？
c029_ctskill	我会为你照亮黑暗。
c029_death_1	看来我的光还不够强……
c029_death_2	噢呜……
c029_drive	向前照耀吧！
c029_hit_1	唔啊！
c029_hit_2	这不算什么……
c029_hit_3	我不会输的！
c029_prskill	黑暗越是深邃，随之而来的光明也会更耀眼。
c029_skill	你需要来点光吗？
c029_spa	哎呀，月亮映在了水面上呢……真美……
c029_startbt	我将照亮你前行的路，无论它通往何处，主人。
c029_story1	说起来……\主人看起来一点也不像人类想像中的恶魔，这就是证据。
c029_story2	啊！我从没想到自己的行为居然还会被制止。
c029_story3	你是个正直的人，不是吗，主人？\我相信你会做出正确的判断。
c029_true1	如果我无法击败黑暗，我会接受它，把它当作我的一部分。
c029_true2	就算是在最黑暗的道路上，也会有微弱的光为你指明方向。
c029_true3	如果你迷惘了，主人，就看着我吧。\我会常伴你左右，如月亮般明亮而坚定。
c029_victory	请用我的光照亮你的路吧。
c030_boss_long	我已经知道接下来会发生什么了！「无人生还」对不对！
c030_boss_short	别动，不然我就开枪了！
c030_ctskill	我以母亲的名义发誓！
c030_death_1	这是一个未侦破的悬案……
c030_death_2	我忽略了什么？
c030_drive	证明完毕！
c030_hit_1	我看穿了！
c030_hit_2	呜啊……
c030_hit_3	好痛！
c030_prskill	我手中握有证据！
c030_skill	轰！
c030_spa	嗯，这个案件还挺难办的呢。
c030_startbt	身为一名优秀的侦探，我积累了不少战斗经验！
c030_story1	像我这样世界级的侦探怎么会有你这么没用的助手？\我并不期望你像华生一样，但就连华生学久了也能掌握最基础的知识。
c030_story2	嗯，这还挺矛盾的，真是有趣的难题！\怎样的Child对你来说是「好的」？
c030_story3	如果我最后发现你是站在犯人那边的，\我可不会对你手下留情。\你能接受吗？
c030_true1	你好，我的助手！\哦呀，你脸上的表情……就像被丢在家里落单的小孩？
c030_true2	你知道，我的契约者又侦破了一起案件吗？
c030_true3	你好，我的助手！我们合作得比以前默契多了，对吧？我们就像是现代版的福尔摩斯和华生一样。\现在，来吧！是时候大玩一场喽！
c030_victory	一个称职的侦探在没破案前绝不轻言放弃。
c031_boss_long	我是只猫！猫会逃跑！
c031_boss_short	喵喵喵！
c031_ctskill	我来帮忙！
c031_death_1	我输了……
c031_death_2	能遇到主人，我好幸福……
c031_drive	喵！呜！
c031_hit_1	呃啊…
c031_hit_2	好痛喵！
c031_hit_3	不要这样！
c031_prskill	就交给妲比吧！
c031_skill	喵喵，喵喵喵！
c031_spa	我虽然是只猫……\但我也很喜欢热水喵……
c031_startbt	喵喵♪出门散步，喵？
c031_story1	主人喵……\我不是因为主人是猫才喜欢主人的喵……
c031_story2	主人……你真是太过分了！
c031_story3	这很正常，喵。因为我喜欢你，主人，我有时候会想在你身边撒撒娇。\这也很正常喵。
c031_true1	主人！你是哪一种猫，喵？
c031_true2	我是你的猫，主人！
c031_true3	人家从和你相遇的那刻起就是你的猫哦。\而且今后也一直会是！
c031_victory	摸我，摸我！喵。
c032_boss_long	我会帮你好好整理一番的！
c032_boss_short	我很忙的。
c032_ctskill	女仆的工作很辛苦的。
c032_death_1	请原谅我，主人……
c032_death_2	啊……
c032_drive	这样就结束了！
c032_hit_1	唔啊！
c032_hit_2	好痛！
c032_hit_3	咿！
c032_prskill	真是乱七八糟呢！
c032_skill	嘿咻！
c032_spa	这是我为主人准备的温泉蛋。
c032_startbt	请相信我，我会证明给你看！
c032_story1	啊，我的腰……\嗯？主人？
c032_story2	交给我吧，主人！
c032_story3	终于，我的炒布丁巧克力蛋糕做好了！
c032_true1	你希望我做任何事都可以，主人！\不管是什么，我都会完美地完成。我保证！
c032_true2	唉……你还真的不能没有我，对吧，主人？
c032_true3	你是我完美的主人！\做主人的Child真是太好了！
c032_victory	啊啊……运动完后全身酸痛啊。
c033_boss_long	你也想要消除一切污垢吗？
c033_boss_short	让我来净化你。
c033_ctskill	你低估我了。
c033_death_1	我真不敢相信……
c033_death_2	呜啊。
c033_drive	这样就结束了。
c033_hit_1	唔啊！
c033_hit_2	呃……
c033_hit_3	咿！
c033_prskill	别放松警戒哦。
c033_skill	已经清除了。
c033_spa	我感到身心受到了洗涤。
c033_startbt	为了保护重要信息，必须这么做。
c033_story1	最喜欢的动物……是猫。
c033_story2	他们也是，内心纯洁……像你一样，主人。
c033_story3	你的内心纯洁，主人。你仍保有着一颗赤子之心。
c033_true1	你不能相信任何人。这世界充满了谎言……
c033_true2	我必须保护所有内心纯洁的人。我输不起。
c033_true3	你是唯一一个从来没有欺骗过我的人，主人。\我相信你是纯洁的。
c033_victory	这样就好多了。
c034_boss_long	我相信你已经准备赌上自己的性命了吧？
c034_boss_short	留下命来！
c034_ctskill	接招！
c034_death_1	这场战斗……还没结束呢！
c034_death_2	我只许胜，不许败！
c034_drive	这一切该结束了！
c034_hit_1	呜……
c034_hit_2	你竟敢……！
c034_hit_3	你会为此付出代价的！
c034_prskill	胜利在望呢。
c034_skill	荒谬至极呢。
c034_spa	哼……你果然是个恶魔呢，竟然如此无耻地在此处晃荡。
c034_startbt	胜利是属于我们的。
c034_story1	放开我！我要回我的国家！\别以为你可以阻止我！
c034_story2	喂！把我的魔杖还给我！
c034_story3	接下来也请多多指教了。\在这场战争中引领我们走向胜利吧。
c034_true1	被诅咒的恶魔。虽然你有幸召唤到我，但别以为这就表示你是我的主人！
c034_true2	我是最伟大的魔法使，缪妮摩西妮，而你不过是低等的恶魔。\真不明白你是怎么召唤到我的……
c034_true3	如果你注定要领导我们，恶魔，就表现出你的领导力。\毕竟，我们的性命都掌握在你手里。
c034_victory	真是一场没有遗憾的战斗。
c035_boss_long	看来纸上谈兵是解决不了问题的。
c035_boss_short	我不太喜欢战斗。
c035_ctskill	如果你不想讲道理的话……
c035_death_1	愿这次的败北能见证我们的友谊……
c035_death_2	谈判破裂……
c035_drive	放尊重点！
c035_hit_1	唉呀……
c035_hit_2	呜哇！
c035_hit_3	咿！
c035_prskill	没办法了。
c035_skill	不好意思。
c035_spa	我想……和这个温泉的拥有者谈判……
c035_startbt	但愿我们能以朋友的身份相遇……
c035_story1	我想这有可能会花上我一万年的时间……\不过还好，毕竟时间很快就会过去的。
c035_story2	关于你逝去的亲人，我得知了一些消息。\为了那些将逝之人，我会看看当地的旅馆是否还有空房。
c035_story3	谈判是建立在信任的基础上的，所以，咱们谈谈吧。
c035_true1	相信你一定会结交到许多朋友的。
c035_true2	要为这两个世界搭起桥梁可不是件容易的事啊……
c035_true3	哪怕花一万年时间，我也不介意。\我一定要让自己的愿望成真。
c035_victory	做得好，主人。
c036_boss_long	如果想要过我这关……你知道后果是什么，对吧？
c036_boss_short	……真是，麻烦的家伙。
c036_ctskill	要上了哦！
c036_death_1	也许等我死了，这些商品才能卖个好价钱……
c036_death_2	看来我这次真的抽到下下签了……
c036_drive	别挡路！
c036_hit_1	诶？！
c036_hit_2	别闹了！
c036_hit_3	救救我，熊熊！
c036_prskill	这才是我所谓的财宝！
c036_skill	别乱碰商品！
c036_spa	别小看填充玩偶！熊熊也很爱洗澡。\对吧，熊熊？
c036_startbt	你找到什么贵重物品了吗？
c036_story1	我从来没有见过那种糖……是限量的吗？\拜托，请你一定把它卖给我！
c036_story2	我……我不相信……绝对绝对……不信！\唔哇啊啊啊啊！
c036_story3	嘿嘿，你要是看了熊熊的内部构造，肯定会吓一跳的。
c036_true1	就这样根本不够。我需要更多有价值的东西，而且是大家都认可的东西。
c036_true2	我的收藏品还不错吧？\虽然其他人都不这么觉得。
c036_true3	我就知道你有做这行的本事。\既然你认可了我，那你随时可以看熊熊里面的东西。\只是别吓坏了就好。
c036_victory	这应该能让价格上涨许多呢♪
c037_boss_long	回家找妈妈吧，小子。
c037_boss_short	别哭了，小子。
c037_ctskill	哼……
c037_death_1	我不敢相信我竟然让这种事发生……
c037_death_2	呜呃？！
c037_drive	你的回答是什么？小鬼！
c037_hit_1	这家伙...
c037_hit_2	耶！
c037_hit_3	你会为此付出代价的。
c037_prskill	真可悲。
c037_skill	哈哈哈！
c037_spa	拜托，小子。这种程度还不足以让我热血沸腾呢。
c037_startbt	一群傻瓜……
c037_story1	暴力\才是人类的本性。\无论你是什么信仰\都一样。
c037_story2	即使小狗再怎么叫，老虎也不会退缩，对吧？
c037_story3	即便是个屁孩恶魔，恶魔终究是恶魔。\就魔王候补生来说，你我是一样的。
c037_true1	我喜欢你，算你幸运，小子。
c037_true2	我不会说什么陈词滥调。\总之，我们还是不能以貌取人啊。
c037_true3	你最好能超越我的期待。\如果你做不到的话，就别浪费时间去争夺魔王宝座了！
c037_victory	如果你要找人干架的话，可要慎选对象啊。
c038_boss_long	喂！\别把目光移开啊！
c038_boss_short	你在看哪里啊？！
c038_ctskill	我连看都看不下去了！
c038_death_1	还……还没……\我还没跟主人约过会呢……
c038_death_2	呀啊！
c038_drive	主人是属于我的！
c038_hit_1	好痛！
c038_hit_2	啊！
c038_hit_3	停下来！
c038_prskill	请看着我！
c038_skill	嘿！
c038_spa	咦？你从什么时候开始在那盯着我看的？
c038_startbt	什么？你不是要跟我约会吗？
c038_story1	主人！主人！\你觉得我今天有什么不一样吗？
c038_story2	你真冷淡，主人……呜呜……\这跟我想象的太不一样了。你真没情趣。
c038_story3	我原本打算等主人成为魔王，再来一场浪漫的告白……！
c038_true1	你神经是有多大条啊？\如此美丽、可爱、性感又疯狂爱着你的Child就在这里，你却对我如此冷淡？！
c038_true2	你这个花心大萝卜。\坏主人！如果不是的话，那你为什么要对别的Child那么温柔啊？
c038_true3	唉……这就是所谓的欲擒故纵吗？\但就是因为这样，我绝对要让他变成我的……
c038_victory	你可要好好感谢我，懂吗？
c039_boss_long	你后悔遇见我了，是吧？
c039_boss_short	别低估我了！
c039_ctskill	随时都可以放马过来！
c039_death_1	如果你不喜欢我，直说好了……
c039_death_2	噢呜……
c039_drive	你永远不可能打败我的！
c039_hit_1	真让人火大！
c039_hit_2	唔啊！
c039_hit_3	好痛哦！
c039_prskill	觉悟吧！
c039_skill	你要去哪？！
c039_spa	你再一直盯着我看，我……我就要揍人喽……
c039_startbt	你逃不掉的！
c039_story1	你觉得我是一个很无聊的女人，对不对？你觉得我是个自视清高的傲慢女人，对不对？
c039_story2	你不过是个孩子！居然敢给我说这种话？！\你真以为能如此轻松地说服我？
c039_story3	我不仅是世界上最不受欢迎的Child……而且我竟然还迷恋上了自己的主人。我到底是怎么了？
c039_true1	不管你在我身上花多少钱，我都绝不可能跟你约会的！
c039_true2	老实说吧……你其实也不怎么喜欢我，对吧？
c039_true3	你喜不喜欢我并不重要。\我对你已经死心塌地了！
c039_victory	别再依靠我了。
c040_boss_long	你准备好为你的罪行付出代价了吗？
c040_boss_short	法律之前人人平等。
c040_ctskill	真是麻烦。
c040_death_1	我下次再制裁你……
c040_death_2	这肯定是对我的制裁……
c040_drive	执行处分！
c040_hit_1	唔啊！
c040_hit_2	唔啊！
c040_hit_3	唔哇！
c040_prskill	这不会太久的。
c040_skill	放弃吧。
c040_spa	偷看我洗澡？你果然是恶魔呢。
c040_startbt	每个人都会受到公平的制裁。
c040_story1	百闻不如一见。\看看它们，你就知道自己错在哪里了。
c040_story2	既然还有探讨的空间……\那她的惩罚就等到下次\再执行吧。
c040_story3	……你太天真了，主人。
c040_true1	通常Child是不会干涉主人的。\但我可以为你破一次例。
