// key	CHAT_
c001_17_boss_long	鏘～鏘！你好，可愛的主人♥
c026_story3	我要在你身上畫畫！我要在你身上畫～畫！嘿嘿嘿！我用完你就會變得超可愛！
c026_true1	別－別碰我！\我害怕惡魔。\你們都只想把我關起來！
c026_true2	你幹嘛一直看著我？讓我不注意到都沒辦法啊。\想到你不會在身邊還是讓我有點焦慮…惡魔大人。
c026_true3	如果是惡魔大人的話，給你碰也沒關係。畢竟，你會保護我對吧？\所以，我會相信你的！
c026_victory	我贏了！呵呵呵！
c027_boss_long	成為英雄之路既漫長又危險。
c027_boss_short	受死吧，惡棍！
c027_ctskill	絕不原諒！
c027_death_1	辛西亞，正義的戰士，永不退縮！
c027_death_2	剩下的就交給大家了…
c027_drive	幹盡壞事的人，退散！
c027_hit_1	唔啊！
c027_hit_2	啊！
c027_hit_3	好痛！
c027_prskill	相信我！
c027_skill	哈！
c027_spa	溫泉大突進！
c027_startbt	辛西亞來這裡拯救大家了！
c027_story1	成為英雄之路既漫長又危險。
c027_story2	那種願望…明明就不可能實現啊。
c027_story3	命運真是殘酷…但我們至少能作朋友，對吧？
c027_true1	我從來沒有見過比你更美的人。\你願意接受我的感情嗎？
c027_true2	當你陷入危險時，請儘管呼喚我的名字。\我一定以迅雷不及掩耳之勢趕到！
c027_true3	我只是想成為你的朋友。
c027_victory	哈哈哈！不需要對我傳達感激之情。
c028_boss_long	你是要挑戰我嗎？如果你拜倒在我的美色下，可別怪我啊。
c028_boss_short	如果你輸了就會成為我的下僕唷♥
c028_ctskill	讓開！
c028_death_1	我應該趁還有機會時…嚐嚐糖醋排骨和炒飯…
c028_death_2	哈哈哈…這就是最後了…
c028_drive	你必須用生命為你的傲慢付出代價！
c028_hit_1	唔啊！
c028_hit_2	好痛！
c028_hit_3	來人啊，保護我！
c028_prskill	大膽之徒！
c028_skill	別靠近！
c028_spa	啊，這感覺真好♥\你－你到底在這裡幹嘛啊？！\只有王子才可以凝視我！
c028_startbt	我想你已經被我的美貌迷住了！
c028_story1	對卑微的僕人來講，要向公主提出要求的確是需要勇氣的。\這點值得稱讚。
c028_story2	…小氣鬼。
c028_story3	別那麼生氣嘛。我只是開開玩笑而已啦！\但還是謝了。惡魔。
c028_true1	是勒達公主才對喔。\還有別忘了我的每日三餐！
c028_true2	身為我的下僕，你的職責就是服侍我。\感到光榮吧，我也一併賜予你幫我準備餐點的這份榮耀。
c028_true3	從現在開始我要你全心全意地專注在我身上。\當我跟你講話時要確實回覆。懂了嗎？
c028_victory	多虧有我！現在向我跪拜表達你的感激吧！
c029_boss_long	我是一道指引徬徨迷惘之魂的光。
c029_boss_short	我的光指引你了嗎？
c029_ctskill	我會為你照亮黑暗。
c029_death_1	看來我的光還不夠強…
c029_death_2	噢嗚…
c029_drive	向前照耀吧！
c029_hit_1	唔啊！
c029_hit_2	這不算什麼…
c029_hit_3	我不會輸的！
c029_prskill	黑暗愈加壟罩，光芒也跟著比以往更加四射。
c029_skill	你需要來點光嗎？
c029_spa	哎呀，我可以在水面看見月亮的倒影呢。真美…
c029_startbt	我將照亮你的道路，無論它通往何處，主人。
c029_story1	要說的話…\主人看起來一點也不像一般人想像中的惡魔，這就是證據。
c029_story2	啊！我沒有想到我的行為會被禁止。
c029_story3	你是個正直的人，不是嗎，主人？\我相信你會做適當的判斷。
c029_true1	如果我無法擊敗黑暗，我會接受它，如同它曾是我的一部分。
c029_true2	就算是在最黑暗的道路上，也總會有微小的光指引你方向。
c029_true3	如果你迷惘了，主人，就看著我吧。\我會常伴你左右，如月亮般明亮而堅定。
c029_victory	請用我的光照亮你的路吧。
c030_boss_long	我已經知道接下來會發生什麼了！「然後…咻！所有人都消失了！」
c030_boss_short	別動，不然我就開槍了！
c030_ctskill	我以奶奶的名譽發誓！
c030_death_1	這是一個未偵破的懸案…
c030_death_2	我忽略了什麼？
c030_drive	證明完畢！
c030_hit_1	我看穿了！
c030_hit_2	嗚啊…
c030_hit_3	好痛！
c030_prskill	我手中握有證據！
c030_skill	碰！
c030_spa	嗯，這是一件難辦的事件呢。
c030_startbt	身為一名好偵探，對戰鬥可是很有心得的！
c030_story1	像我這樣世界級的偵探怎麼會有你這麼沒用的助手？\我並不期望你像華生一樣，但就連華生學久了也會了解什麼是基礎。
c030_story2	嗯，這真的滿矛盾的。真是有趣的難題！\怎麼樣的Child對你來說是「好的」？
c030_story3	如果最後發現你站在犯人那邊，\我是不會手下留情的。\這樣你也可以接受嗎？
c030_true1	日安，我的助手！\噢天吶，你臉上的表情…就像被丟在家落單的小孩？
c030_true2	你知道我的契約者又偵破了另外一件案子嗎？
c030_true3	你好，我的助手！我們合作的順利多了，對吧？我們就像是現代版的福爾摩斯和華生一樣。\現在，來吧！是時候大玩一場囉！
c030_victory	一個稱職的偵探在沒破案前絕不輕言放棄。
c031_boss_long	我是隻貓！貓會逃跑！
c031_boss_short	喵喵喵！
c031_ctskill	我來幫忙！
c031_death_1	我輸了…
c031_death_2	我很高興能與你相遇，主人…
c031_drive	喵－嗚！
c031_hit_1	呃啊…
c031_hit_2	好痛喵！
c031_hit_3	不要這樣！
c031_prskill	就交給妲比吧！
c031_skill	喵喵，喵喵喵！
c031_spa	我雖然是隻貓…\但我也很喜歡熱水喵…
c031_startbt	喵喵♪出門散步，喵？
c031_story1	主人喵…\我不是因為主人是貓才喜歡主人的喵…
c031_story2	主人…你真是過分！
c031_story3	這很正常，喵。因為我喜歡你，主人，我有時候會想在你身邊撒撒嬌。\這也很正常喵。
c031_true1	主人！你是哪一種貓，喵？
c031_true2	我是你的貓，主人！
c031_true3	人家從相遇的那刻起就一直是你的喵喔。\而且今後也都會是！
c031_victory	摸我，摸我！喵。
c032_boss_long	我會幫你好好整理一番的！
c032_boss_short	我很忙的。
c032_ctskill	女僕的工作很辛苦的。
c032_death_1	請原諒我，主人…
c032_death_2	啊…
c032_drive	這樣就結束了！
c032_hit_1	唔啊！
c032_hit_2	好痛！
c032_hit_3	咿！
c032_prskill	真是亂七八糟呢！
c032_skill	嘿咻！
c032_spa	我用溫泉水煮了這個溏心蛋給你，主人。
c032_startbt	請你相信我，然後我會證明給你看！
c032_story1	啊，我的腰…\嗯？主人？
c032_story2	交給我，主人！
c032_story3	終於，我的拌炒卡士達巧克力蛋糕做好了！
c032_true1	你希望我做任何事都可以，主人！\不管是什麼，我都會完美地完成。我保證！
c032_true2	唉…你還真的不能沒有我，對吧，主人？
c032_true3	你是我完美的主人！\我是主人的Child真是太好了！
c032_victory	好痛…我運動完後全身痠痛啊。
c033_boss_long	你也想要消去一切髒污嗎？
c033_boss_short	讓我來淨化你。
c033_ctskill	你低估我了。
c033_death_1	我真不敢相信…
c033_death_2	嗚啊。
c033_drive	這樣就結束了。
c033_hit_1	唔啊！
c033_hit_2	呃…
c033_hit_3	咿！
c033_prskill	別放鬆警戒喔。
c033_skill	已經清除了。
c033_spa	我感到我的身心受到了洗滌。
c033_startbt	為了保護重要的事而必須這麼做。
c033_story1	最喜歡的動物…是貓呢。
c033_story2	他們也是，內心純潔…像你一樣。主人。
c033_story3	你的內心純潔，主人。你仍保有著一顆赤子之心。
c033_true1	你不能相信任何人。這世界充滿了謊言…
c033_true2	我必須保護所有內心純潔的人。我承受不起輸的代價。
c033_true3	你是唯一一個從來沒有欺騙過我的人，主人。\我相信你的純潔。
c033_victory	這樣有好點了。
c034_boss_long	我相信你已經做好賭上性命的準備了吧？
c034_boss_short	留下命來！
c034_ctskill	接招！
c034_death_1	這場戰鬥…還沒結束呢！
c034_death_2	我絕不接受勝利以外的結果！
c034_drive	該結束這一切了！
c034_hit_1	嗚…
c034_hit_2	大膽之徒！
c034_hit_3	你會為此付出代價的！
c034_prskill	勝利在望呢。
c034_skill	荒謬至極呢。
c034_spa	呼－哼…你果然是個惡魔呢，竟然如此無恥地在此處晃蕩。
c034_startbt	勝利是屬於我們的。
c034_story1	放開我！我要回去我的國家！\別以為你可以阻止我！
c034_story2	喂！把我的魔杖還來！
c034_story3	接下來也請多多指教了。\在這場戰爭中引導我們取得勝利吧。
c034_true1	被詛咒的惡魔。你也許幸運地召喚到我，但別以為這就表示你是我的主人！
c034_true2	我是最偉大的魔法使，繆妮摩西妮，而你不過是低等的惡魔。\我不懂你怎麼有辦法召喚到我…
c034_true3	如果你注定要領導我們，惡魔，就表現地像個領導者。\畢竟，我們的性命都掌握在你的手上。
c034_victory	真是場沒有遺憾的戰鬥。
c035_boss_long	看來我們光用談的是解決不了問題的。
c035_boss_short	我不太在乎戰鬥呢。
c035_ctskill	如果你不願意講理…
c035_death_1	願這次的敗北能成為我們友誼的證明……
c035_death_2	談判破裂…
c035_drive	放尊重點！
c035_hit_1	唉呀…
c035_hit_2	嗚哇~！
c035_hit_3	咿！
c035_prskill	沒辦法了呢。
c035_skill	失禮了。
c035_spa	我想…和這個溫泉的所有者談判…
c035_startbt	但願我們能以朋友的身分相遇…
c035_story1	我想可能會花上一萬年…\但時間很快就會過去了。
c035_story2	我為你逝去的親人帶來了消息。\為了那些將逝之人，我會查看當地的旅館是否還有空房。
c035_story3	談判是建立在信任上的，所以，和我談談吧。
c035_true1	我確信你一定會結交許多朋友的。
c035_true2	要為這兩個世界搭起橋樑可不是件容易的事啊…
c035_true3	我不在乎會花上一萬年。\我絕對會讓這願望成真的。
c035_victory	做得好，主人。
c036_boss_long	如果想要通過我這關的話…你知道接下來的後果是什麼，對吧？
c036_boss_short	唉，真是麻煩。
c036_ctskill	要上了喔！
c036_death_1	也許等我死了之後這些商品才會比較值錢…
c036_death_2	看來我這次真的抽到籤王了…
c036_drive	別擋路！
c036_hit_1	嗄？！
c036_hit_2	別鬧了！
c036_hit_3	救救我，熊熊！
c036_prskill	這才是我所謂的財寶！
c036_skill	別亂碰商品！
c036_spa	別小看填充玩偶！熊熊也很愛洗澡。\對吧，熊熊？
c036_startbt	你找到什麼貴重物品了嗎？
c036_story1	我從來沒有看過那種糖…是限量商品嗎？\拜託，請你一定要賣給我！
c036_story2	我…我不會相信你的…絕對絕對…不會相信的！\唔哇啊啊啊啊！
c036_story3	嘿嘿，要是你看到熊熊的內部，你一定會嚇一跳的。
c036_true1	這一點也不夠。我需要更多商品，而且商品必須要老少咸宜才行。
c036_true2	我的收藏品還不錯吧？\就算其他人不這麼覺得，我也覺得頗好的。
c036_true3	我就知道你有做這行的本領。\跟你講:你隨時可以看我在熊熊裡面放了什麼。\只是往裡面看的時候別嚇壞就好。
c036_victory	這應該能讓價格上漲許多呢♪
c037_boss_long	回家找媽媽吧，小子。
c037_boss_short	別哭了，小子。
c037_ctskill	呼…
c037_death_1	我不敢相信我竟然讓這種事發生…
c037_death_2	嗚呃？！
c037_drive	你的回答呢？小鬼！
c037_hit_1	這傢伙…
c037_hit_2	耶！
c037_hit_3	你會為此付出代價的。
c037_prskill	真可悲。
c037_skill	哈哈哈！
c037_spa	拜託，小子。這種程度還不足以讓我熱血沸騰呢。
c037_startbt	一群傻瓜…
c037_story1	人類的真實面\要在暴力之下才會顯現。\無論你是何種信仰\都一樣。
c037_story2	即使小狗在吠，老虎也不會讓步的嘛，對吧？
c037_story3	即使是屁孩惡魔依然是個惡魔。\就魔王候補生來說，你和我是一樣的。
c037_true1	我喜歡你算你幸運，小子。
c037_true2	我通常不會講什麼陳腔濫調，但是管它的。\我們終究還是不能以貌取人啊。
c037_true3	你最好超越我的期待。\如果你做不到的話，就別浪費時間試著成為魔王了！
c037_victory	如果你要找人幹架的話，可要慎選對象啊。
c038_boss_long	喂！\別把目光移開啊！
c038_boss_short	你在看哪裡啊！？
c038_ctskill	我連看都看不下去了！
c038_death_1	還...還沒...\我還沒跟主人約過會呢...
c038_death_2	呀啊！
c038_drive	主人是我的東西！
c038_hit_1	好痛！
c038_hit_2	啊！
c038_hit_3	停下來！
c038_prskill	請看著我！
c038_skill	欸咿！
c038_spa	咦？你是從什麼時候開始在那盯著我看的呢？
c038_startbt	什麼？你不是要跟我約會嗎？
c038_story1	主人、主人！\你有注意到我有什麼不同嗎？
c038_story2	你真冷淡，主人…嗚嗚...\這根本不像我夢想中的愛情故事。你真不知趣。
c038_story3	我原本要在主人成為魔王後，才浪漫地告白的…！
c038_true1	你神經是有多大條啊？\如此美麗、可愛、性感又瘋狂愛著你的Child就在這裡，你卻對我如此冷淡！？
c038_true2	你這個花心大蘿蔔。\壞主人！如果不是這樣的話，那你為什麼要對別的Child那麼溫柔啊？
c038_true3	唉...這就是所謂的欲擒故縱嗎。\但就是因為這樣，我絕對要讓他變成我的…
c038_victory	你可要好好感謝我，懂嗎？
c039_boss_long	你後悔遇見我了，是吧？
c039_boss_short	別低估我了！
c039_ctskill	隨時都可以放馬過來！
c039_death_1	如果你不喜歡我，直說就好了…
c039_death_2	噢嗚…
c039_drive	你永遠不可能打敗我的！
c039_hit_1	那真讓人火大！
c039_hit_2	唔啊！
c039_hit_3	好痛喔！
c039_prskill	做好覺悟吧！
c039_skill	你是想去哪裡啊？！
c039_spa	你再一直盯著我看，我－我就要揍人囉…
c039_startbt	你逃不掉的！
c039_story1	你覺得我是一個很無趣的女生，對不對？你覺得我既高傲又把自詡偶像，對不對？
c039_story2	你不過是個孩子！居然敢給我說這種話？！\你真的以為你可以這麼容易地說服我嗎？
c039_story3	我不只是世界上最不受歡迎的Child…我竟然還迷戀上我的主人。我到底是怎麼了？
c039_true1	不管你在我身上花了多少錢，我都是絕不可能跟你約會的！
c039_true2	老實說。你其實也不怎麼喜歡我，對吧？
c039_true3	你喜不喜歡我並不重要。\我已經決定無論如何都要愛著你了！
c039_victory	別再依靠我了。
c040_boss_long	你準備好為你的罪行付出代價了嗎？
c040_boss_short	法律之前人人平等。
c040_ctskill	真是麻煩。
c040_death_1	我下次再制裁你…
c040_death_2	這肯定是對我的制裁…
c040_drive	執行處分！
c040_hit_1	唔啊！
c040_hit_2	唔啊！
c040_hit_3	唔哇！
c040_prskill	這不會太久的。
c040_skill	放棄吧。
c040_spa	偷看我洗澡？你果然是惡魔呢。
