// key	CHAT_SPA_
sc035_spa_3	ทุกครั้งที่ท่านใจดีกับข้า มาสเตอร์ ข้าก็อดคิดไม่ได้ว่าท่านกำลังพยายามปกปิดความผิดอะไรไว้ อาจเป็นไปได้ว่าคราวนี้ท่านกำลังแสดงความรักที่แท้จริงเป็นกรณียกเว้นหรือเปล่า?
sc035_spa_4	ถ้าเพียงแต่ทุกคนเห็นท่านในแบบที่ข้าเห็นท่านละก็ ท่านเป็นคนที่ยอดเยี่ยมมาก แต่ทำไมทุกคนถึงเอาแต่ก่อกวนท่านล่ะ?
sc035_spa_max	คอยดูเหอะ ข้าจะทำให้โลกปีศาจยิ่งใหญ่กว่าที่เคยเป็น ทั้งหมดในนามของท่าน มาสเตอร์
sc036_spa_1	ถ้าเขาเป็นตุ๊กตายัดนุ่นล่ะ? แบร์-แบร์ยังคงชอบอาบน้ำ ใช่ไหม แบร์-แบร์?
sc036_spa_2	ข้าไม่อยากเชื่อเลยว่าเจ้าเก็บซ่อนสถานที่แบบนี้ไว้กับตัวเองคนเดียวมาโดยตลอด เจ้าคิดจริงๆ เหรอว่าเจ้าจะสามารถซ่อนมันจากข้าได้? เจ้า เจ้าปีศาจชั่ว
sc036_spa_3	นี่ เจ้าอยากได้เท่าไหร่สำหรับที่นี่ล่ะ? มันคือน้ำพุร้อนสำหรับไชลด์เท่านั้นถูกไหม? นั่นต้องเป็นของหายากมากเลยทีเดียว! ข้าอยากได้ที่นี่มากๆ เลย!
sc036_spa_4	มีของในห้องเจ้าเยอะแยะเลยที่เตะตาข้ามาก เจ้าจะว่ายังไงบ้างถ้าจะขายบางส่วนให้ข้าน่ะ? ข้าจะจ่ายให้เจ้าเท่าราคาตลาดเลยนะ! ไม่สิ ดีกว่านั้นอีก!
sc036_spa_5	สิ่งที่ข้าอยากได้เหนือสิ่งอื่นใดคือการได้ครอบครองของแปลกพิเศษที่แท้จริง เจ้าถามว่าข้ามีอะไรอยู่ในใจงั้นเหรอ? อืม...ข้าก็ยังกำลังคิดเรื่องนั้นให้ออกอยู่
sc036_spa_max	อืม ฟังนะ ข้าไม่อยากจะพูดแบบนี้หรอก แต่... ข้าไม่คิดว่าเจ้าจะสามารถเข้าไปอยู่ในแบร์-แบร์นี้ได้ เคยคิดถึงเรื่องลดน้ำหนักบ้างไหม?
sc037_spa_1	มาเถอะ เด็กน้อย นี่ไม่ทำให้ข้าตื่นเต้นได้เลย
sc037_spa_2	ข้าไม่สนใจว่าเจ้าจะเข้าร่วมในศึกชิงบัลลังก์ราชาปีศาจหรือไม่ สิ่งที่ข้าอยากทำคือจัดการคนที่ทำให้ข้ารำคาญใจ
sc037_spa_3	พอเถอะ เด็กน้อย หยุดเดินหน้าบูดไปมาแล้วพยายามดูอารมณ์ของข้าด้วย หากเจ้าสัญญาว่าจะรับใช้ข้า ข้าจะดูแลเจ้าเป็นพิเศษ
sc037_spa_max	เมื่อเวลามาถึง เราจะได้รู้ว่าใครเหมาะที่จะเป็นราชาปีศาจ รู้ไหม จนถึงตอนนี้ ข้าไม่คิดว่าจะมีใครมีโอกาสชนะได้เลย เราต้องรอดูว่าใครจะชนะ เจ้าหรือข้า
sc038_spa_1	เอ่อ ฮัลโหลลล? นี่ท่านมองจากตรงนั้นมานานแค่ไหนแล้วเนี่ย?
sc038_spa_2	ให้ตายสิ เกิดอะไรขึ้นกับที่นี่กันนะ? ทุกคนที่นี่กำลังโอ้อวดเกี่ยวกับมาสเตอร์ของพวกเขาอย่างเต็มที่... ไม่ใช่ว่าข้าไม่เข้าใจนะ เพราะข้าก็มีมาสเตอร์ที่ยอดเยี่ยมเช่นกัน
sc038_spa_3	อ๊ะ เร็วๆ สิคะ มาสเตอร์! แสดงความรักกับข้าหน่อย! เดตที่ออนเซ็นครั้งนี้ของเราทำให้ข้าร้อนรุ่มข้างใน!
