// key	CHARACTER_PROFILE_DESC_
c091_love	Let me show you why I am named for loyalty.
c091_profile	She was named for the loyal dog, "Myra," from Greek mythology, reflecting her pactmaker's strong sense of responsibility to another.\Rumor has it that this someone also has a contract with a demon.\This may be because her pactmaker is a bodyguard,\but Myra is often asked to guard weak Childs and residents of the Night World.
c092_interest	
c092_like	
c092_love	
c092_profile	
c095_interest	You'll never get anywhere\with that attitude.
c095_like	Be confident!
c095_love	Let's fight together!\I know we can win!
c095_profile	Born with fiery passion burning within her breast, this Child takes her name from Vesta, the goddess of fire.\The only thing on her mind is victory, and the only thing on her fists is the blood of anyone who would challenge her.\A master of martial arts, she would like nothing more than to square off with the young master, but it seems like that bout won't be happening anytime soon.
c099_interest	Where's your\heavy metal spirit?!
c099_like	I know your heavy metal spirit's\hiding deep down there somewhere.
c099_love	You're gonna be the king of metal!
c099_profile	"Metal is the ultimate demonic music!" Born from her pactmaker's doom and gloom, Melpomene was named after the goddess of tragedy. Her opinion of the decidedly undemonic young master is less than favorable. Frankly, she seems like she's got more demon in her little finger than the young master does in his whole cockscom...er, body. Ready to make her own heavy metal mosh pit at a moment's notice, she does not at all get along with Childs who prefer comparatively lighthearted music. In particular, she considers Aria, the Child pop star, to be her rival.
c101_interest	Wicked demon!
c101_like	Can I trust you?\Are you sure?
c101_love	Okay.\I'll trust you, even if you are a demon.
c101_profile	A Child born from her pactmaker's wish to treat everyone with kindness, no matter how what sort of hardship she herself may be enduring.\She was actually named by Mona, who immediately thought of the adorable water fairy Syrinx the moment she laid eyes on her.\She dislikes the young master, as she believes all demons to be wicked, destructive creatures, but she's starting to come around to him the more he appeals to her sweet tooth.
c106_interest	Do you like dolls?
c106_like	Know what I want to do?\Make you worry your head off.
c106_love	Would you like to be one of my dolls?
c106_profile	This sly Child was born from her pactmaker's desire for revenge on those who treated her abysmally.\Named for the witch who devised schemes of elaborate revenge,\Medeia never goes anywhere without her talking doll, Watson, who is kind of like her alter ego.\In fact, Watson frequently gives voice to Medeia's genuine thoughts and feelings, so it is worth listening to what he has to say.
c107_interest	Behold,\a new sun is born!
c107_like	Godfather!\It is you who gave me my new life!
c107_love	Show me this new world!
c107_profile	Born from a genius psychologist's desire to shine and be worshipped like the sun, Apollo was named after the god of light and knowledge. For some reason, he likes to speak in exaggerated flourishes, with seemingly random phrases from foreign languages thrown in for good measure. Apollo calls the young master his father, and happily does whatever he asks. He is also interested in Mona, but has yet to clue in to the fact that he's one of the few beings who truly gets on her nerves.
c110_interest	You're saying you're my master?
c110_like	Do as I say.
c110_love	Let's go hog wild!\Got it?
c110_profile	Flins, who got his name from the Slavic god of death,\was born from a pact with a cowardly young man.\He is the demon Ziva's sole Child.\He tried to force her to become Archfiend, despite her abandoning the Archfiend Contest.\This difference in opinion resulted in their divorce.\However, the feelings he harbors for her remain unchanged,\and he's taken to secretly protecting her in his own way.
c112_interest	Demons are the enemy!
c112_like	Can I really\trust a demon?
c112_love	I will make use of your power for the time being.
c112_profile	A Child named for Elias, the alchemist who realized the truth about this world. He was born when his pactmaker reluctantly made a pact with a demon in order to save his sister, who had fallen into a demon's clutches. Even now, he remains skeptical of his own existence, given that he owes it to an accursed demon.\He has...complicated feelings about Loyal Yaga, thanks to the history their pactmakers share.
c115_interest	What do you think of me?
c115_like	Don't worry.\After all, you're an idiot.
c115_love	I've gotten quite good at sad pieces,\haven't I?
c115_profile	Born from the soul of a dead girl, Sonnet has experienced trauma so terrible that she now sings nothing but funeral marches.\Her name comes from a type of poetry that was first popularized and standardized in Europe.\Though sad, solemn, and eternally depressed, she still has fond feelings for Guard Dog Cu Sith, whom she knows through her pactmaker.
c117_interest	I don't trust demons.\But I will make use of your power.
