// key	CHAT_SPA_
sc001_spa_1	呼……没什么比宠爱自己一下更好的了♥
sc068_spa_1	洗完澡后就是要……\来杯「安布罗希亚特制奶昔」！
sc068_spa_2	你想知道我食谱的秘密？这可是「秘密」喔。……算了，告诉你吧。唯一特别的就是……我的才能！
sc068_spa_3	我帮你准备了超级特别的甜点喔！兴奋吧？
sc068_spa_4	你说你不知道怎么评判甜品的味道？这不可能……好吧，下次我会准备一个好吃到能让你把舌头吞下去的东西！
sc068_spa_max	特制安布罗希亚甜点中的秘方？没错！那就是不好意思与恶魔见面的少女的甜甜初恋！♥
sc069_spa_1	真没想到会在这里遇见你。
sc069_spa_2	其他Child的主人都很棒。为什么我的是这……这……这个样子？
sc069_spa_3	主人，其实你挺狡猾的耶。虽然你看起来迟钝，但是每次遇到危险，你都能逢凶化吉。
sc069_spa_max	喂！你甘愿一辈子当个吊车尾吗？主人，我知道你比大部分候补生都厉害。所以好好表现吧！
sc072_spa_1	我可不能放松警戒……
sc072_spa_2	少年，说真的。你不信我？
sc072_spa_3	少年啊，别独自一人。真的是，稍不留神，你就会惹出点什么事。
sc072_spa_4	我不需要你的感激。……什么？不，我没害羞。我只是……等等。你这是在调戏我吗？
sc072_spa_max	听好，我知道你可能觉得我很蛮横，很烦人。但我的工作就是保护你。这就是我活着的意义。
sc073_spa_1	这里……看起来还好。
sc073_spa_2	空虚……成为Child……战斗……一切都是空虚。
sc073_spa_3	我为什么要拼命地活着呢？虽然今天没事，那明天呢？没人知道未来会发生什么。
sc073_spa_4	你这顽固的恶魔。不是麻烦嘛……那你还照顾我干嘛？
sc073_spa_5	如果一切都是虚妄，那我至少该去做自己想做的事，追逐自己的梦想。
sc073_spa_max	我既懒惰又胆小。你要是不引领我的话，我会一直待在原地的。
sc074_spa_1	骗子！你说这会令人感到舒服，但这只不过是一堆热水罢了！
sc074_spa_2	恶魔大哥！你该不会又忘了吧？我喜欢的是莫娜小姐，不是你！……嗯？你那是什么表情？你是在生气吗？
sc074_spa_3	恶魔大哥！有人告诉我，你觉得我的应援很烦。嗯？是我听错了吗？
sc074_spa_4	一成不变的应援方式，肯定很乏味，我要试试新版本！好啦，要开始了！……你干嘛把耳朵塞起来？
sc074_spa_max	我每天这么努力地为你加油，你居然还不满足。你对怠惰的坚持，真是令人刮目相看！……怎么样？觉得讽刺吗？
sc082_spa_1	这……这真是出乎意料啊。我还以为只有我一个人……
sc082_spa_2	人类把我们之间的关系称为「友谊」吗？这比「主人与Child」的称谓要好！
sc082_spa_3	你其实很怕孤独吧？这是我的直觉。如果你真的喜欢孤独，就不会花那么多时间跟你的Child在一起了。
sc082_spa_4	啊，找到你了。我就知道你会来的，所以我等了你好长时间。怎么样，我的直觉准吧？
sc082_spa_max	我刚刚在回想我们初次见面的时候。有人说这就是缘份。那主人你怎么看？
sc083_spa_1	你在想什么，爸爸？你满脸通红耶。
sc083_spa_2	爸爸为什么生气了？是因为我在房间里发射了几次火箭筒吗？这不过是个小小的烟火效果罢了！不要这么小气嘛！
sc083_spa_3	爸爸，我还是个孩子，你应该对我好一点的。
sc083_spa_4	最近常被人念叨。只知其一，不知其二？爸爸，那是因为我跟你很像啊。
sc083_spa_max	孩子的成长需要父母的关爱。爸爸，你要多爱我一点喔。♥
sc086_spa_1	我要开动了！啊呜。
sc086_spa_2	肚子痛？等等，你衣服上的污渍……你该不会是不小心吃到了我加了蛙毒的食物吧？
sc086_spa_3	恶魔大人，我一直在研究你的口味。这次我炖了蝙蝠汤，煮了蜥蜴舌……
sc086_spa_max	啊，我吗？恶魔大人，我看着你吃就饱了。
sc090_spa_1	怎么了？还不快点过来。
sc090_spa_2	跟我一起说：荣耀属于兀儿肯！你颂扬的声音太小了！
sc090_spa_3	想让我扬名立万？那只有一个方法，就是你成为魔王！
sc090_spa_max	如果你真的是魔王候补生，那就要抬头挺胸，拿出你作为魔王候补生该有的样子。
sc091_spa_1	啊……我好久没感觉这么放松了。
sc091_spa_2	主人，我会保护你的，\不论情况如何。\你还是太弱了。
sc091_spa_3	我帮助你，让你感到不舒服吗？\真不幸。\你太弱了。
sc091_spa_4	主人，总有一天，\你的仁慈会为你带来末日。
sc091_spa_5	别害怕派我去执行任务。\我存在的目的，就是要满足你的要求。
sc091_spa_max	主人，就如我为你存在一样，\你也为了我而存在。\我怎么能\不保护你呢？
sc095_spa_1	啊啊，我感觉身子都快融化了……
sc095_spa_2	嗯~为什么我的主人这么没用？他不愿意跟我切磋。我的人生难道要不断失望吗？
sc095_spa_3	跟其他恶魔相比，主人的教导很难理解。不过我会努力跟上的！
sc095_spa_max	你终于要跟我决斗了。准备好了吗？我要竭尽所能打倒你！这场比赛定会名留青史的！
sc099_spa_1	泡在温泉里发懒？这一点都不摇滚！
sc099_spa_2	见到我，你应该要心怀感激啊！如果不是我，你连什么是真正的恶魔精神都不知道！
sc099_spa_3	演歌我不感兴趣，不过要是其他恶魔喜欢，那我会试着听听看。……嗯？什么鬼？这不是那个笨蛋亚里亚的音乐吗？可恶！她又骗我！
sc099_spa_4	别抵抗了。接受摇滚之魂吧！哈哈哈！好棒，比我想的还要适合你！
sc099_spa_max	缪斯说音乐是灵魂间的对话。所以竖起你的耳朵，仔细听听我要说的话。
sc101_spa_1	唉呀，好烫！
sc101_spa_2	邪恶的爪牙！地狱的使者！不要再靠近了！
sc101_spa_3	你只是想将我带上邪恶之路吧！我是不会让你如意的！我才不会听恶魔的话呢。
sc101_spa_4	我相信人性本善。
sc101_spa_5	学会如何去爱的恶魔，也会变好吗？如果我能消除你的邪恶之心，那你会变得又善良又纯洁……就像天使一样。
sc101_spa_max	原来，恶魔也会寂寞啊。你看起来很需要照顾。也许我能帮忙？
sc106_spa_1	你带我来的这个地方棒极了……\也许我还能稍微信任你一点。
sc106_spa_2	对了，我好像看到了一只长的很像猴子的恶魔。哎呀，你听到了？嘿嘿。
sc106_spa_3	我不会一辈子当恶魔的Child的。我也有自己的生活。不过在那之前，我会尽力帮你的。
sc106_spa_max	哎呀呀！你跟华生什么时候这么要好的？我有点吃醋。啊？你们之间并不是表面看上去这个样子？喔，少来。别害羞嘛。嘿嘿。
sc107_spa_1	真是太棒了！这真的是天堂……
sc107_spa_2	<color=ff1493>教父！你总算对我敞开心胸了？<color=ff1493>好吧，<color=ff1493>这些都过去了。<color=ff1493>我会原谅你所有的罪过的！
sc107_spa_3	<color=ff1493>为什么我的标志是向日葵？<color=ff1493>当然是因为我对太阳的狂热啊。<color=ff1493>我的心希望能更加闪亮，<color=ff1493>比其他人更耀眼<color=ff1493>，所以它才会是这样啊。哈哈哈！
sc107_spa_max	<color=ff1493>是时候开始表演了！<color=ff1493>我会让你看到全世界最棒的喜剧！<color=ff1493>主演当然是<color=ff1493>我跟我的教父！<color=ff1493>史上最棒的英雄组合！
sc110_spa_1	你在看什么？\别做任何奇怪的事。赶快消失吧！
sc110_spa_2	吉娃的厨艺是全世界最好的，你知道的。\但这不是我娶她的原因。
sc110_spa_3	我是吉娃唯一的Child。\她是我唯一的主人。
sc110_spa_4	吉娃好像很喜欢你。\你随时可以打电话给我。\我会帮你的。
sc110_spa_5	
sc110_spa_max	和平的魔界？\真是痴人说梦。\现在我明白吉娃为什么喜欢你了。
sc112_spa_1	一个温泉而已，你不要妄想我会对你敞开心胸……
sc112_spa_2	魅魔们说我应该服从你。但是你为何如此安静？我怎么对待你，你都觉得无所谓吗？
sc112_spa_3	我讨厌恶魔。真的很讨厌。尽管如此，我也不会跟你作对的。这点我可以向你保证。
sc112_spa_max	绝不放弃。不管是不是恶魔，只要你敢于寻求真相，那么光明总有一天会来到你身边。
sc115_spa_1	就连泡温泉也变得空洞乏味，毫无意义……
sc115_spa_2	咦？你说，你听我的歌会做恶梦？别担心——这不只是你的感觉。我的歌的确会让人做恶梦的。
sc115_spa_3	恶魔。我以为你能好好享受我的音乐，结果你一直带着耳塞。唉……好吧。我这次就勉为其难考虑一下你的喜好吧。
sc115_spa_4	我好开心可以为你演奏。真的。不如，我再为你演奏一首送葬曲吧？
sc115_spa_max	我已经为你演奏了好几首歌了，作为回报，你也弹些我喜欢的歌曲吧？太好了。我想听「忧郁的星期天」。
sc117_spa_1	不知道有没有什么咒语可以让我的眼镜永远不起雾……
sc117_spa_2	你说你想跟我做朋友？这命令真让人困惑……
sc117_spa_3	恶魔是力量的源泉。我没有其他的意思哦。我只是单纯地觉得恶魔拥有的力量很神奇。
sc117_spa_4	也许是你搞错了。我没有被人哄骗。契约，是我自己要签的。
sc117_spa_max	你既不邪恶也不残酷。你甚至连一点威胁性也没有。不知为何，你身上有种特质可以让我感到安心。
sc120_spa_1	我好幸福啊……
sc120_spa_2	我今天遇见一朵受伤的花。花因痛苦而哭泣，却没有人为它停下脚步。为什么没有人可以听见花朵的声音呢？
sc120_spa_3	我真希望恶魔们可以和平相处，而不是互相残杀。我知道了！你们应该一起建个花园。这样魔界一定会漂亮许多。
sc120_spa_4	咦，你在哪啊？我不想一个人待着。一个人真的好寂寞啊。啊？你说我被宠坏了？
sc120_spa_max	别担心。我会保护你的！虽然我有点害怕，但我必须勇敢起来。因为你需要我的帮助，对吧？
sc121_spa_1	你……你可以不要一直盯着我看吗？
sc121_spa_2	仔细倾听你灵魂的声音。我照做后，我曾经从未留意过的情绪在我的耳朵里形成了一首歌。
sc121_spa_3	你没有歌曲献给我吗？还是不要听了。你的声音……让我感觉，对你的期望带给了你压迫感。好烦啊。
sc121_spa_4	我会教你音乐的。不用担心——我相信你一定能理解的。你一定可以从灵魂中找到灵感的。
sc121_spa_max	让我为你唱一首歌。这首歌会燃起你的热情，让你鼓起勇气。
sc122_spa_1	这才是人生啊。\如果我能收集地点，这绝对会\加入我的收藏之中。
sc122_spa_2	我头上的东西？\很不错对吧？\我习惯把它放在头上了。
sc122_spa_3	在温泉里度过的时间\也有价值吗？
sc122_spa_4	我想在自己的岛上\建一处这样的温泉。\你会在完工后过来玩玩的，对吧？
sc122_spa_5	偶尔来光顾一下吧？\我会等你的。
sc122_spa_max	下次你来店里的时候，\我会给你一个免费开启宝箱的机会。
sc123_spa_1	喵。本猫心情很愉快，喵。
sc123_spa_2	你看起来好放松啊。你的工作做完了？如何？给我们展示一下。我相信你写的一定很完美。
sc123_spa_3	你不是个恶魔么？怎么租了个这么破的公寓……让我去跟我爷爷聊聊，给你在河边最好的地段找栋房子。
sc123_spa_max	我连一句感谢都没听到。我要的不是你的称赞，我只希望你能够承认我的努力！
sc124_spa_1	我感觉身子热了起来……\我真有点怕热呢……
sc124_spa_2	你还活着喔？……喔，他跑了。我觉得我们之间好像是有什么误会。
sc124_spa_3	当我成为魔王候补生后，有一句话让我印象深刻：「别给自己太大压力。」我至今仍然赞同。话虽如此，但如果是为了你，我可以承受压力。
