// key	ITEM_NAME_	ITEM_DESCRIPTION_
10000101	เส้นผมที่สาบสูญ	เส้นผมทุกเส้นทุกส่วนมีร่องรอยของจิตวิญญาณอยู่ในนั้น
1050674	โบว์สุดน่ารัก	โบว์ที่มีกระดิ่งติดอยู่\ซึ่งจะมอบพลังลึกลับให้ผู้ที่รู้จักความรักที่แท้จริงเท่านั้น
1050675	โบว์สุดน่ารัก	โบว์ที่มีกระดิ่งติดอยู่\ซึ่งจะมอบพลังลึกลับให้ผู้ที่รู้จักความรักที่แท้จริงเท่านั้น
1050783	หอกของพาลลาส	ส่วนหนึ่งของพาลลาสที่เพิ่มเข้ามาซึ่งได้รับการดูแลมาโดยตลอด\เก็บดูแลรักษามาเป็นอย่างดี เรืองแสงชัดเจน
1050784	หอกของพาลลาส	ส่วนหนึ่งของพาลลาสที่เพิ่มเข้ามาซึ่งได้รับการดูแลมาโดยตลอด\เก็บดูแลรักษามาเป็นอย่างดี เรืองแสงชัดเจน
1050785	หอกของพาลลาส	ส่วนหนึ่งของพาลลาสที่เพิ่มเข้ามาซึ่งได้รับการดูแลมาโดยตลอด\เก็บดูแลรักษามาเป็นอย่างดี เรืองแสงชัดเจน
1050793	ลูกโป่งมินต์	ลูกโป่งกลิ่นมินต์\ปีศาจที่เกลียดมินต์จงระวังไว้
1050794	ลูกโป่งมินต์	ลูกโป่งกลิ่นมินต์\ปีศาจที่เกลียดมินต์จงระวังไว้
1050795	ลูกโป่งมินต์	ลูกโป่งกลิ่นมินต์\ปีศาจที่เกลียดมินต์จงระวังไว้
1050803	ช่อดอกไม้ของเซเมเล่	ช่อดอกไม้ของเซเมเล่ที่นางทำขึ้น\ขณะกำลังฝันหวานถึงรักชั่วนิรันดร์ของโลกิ
1050804	ช่อดอกไม้ของเซเมเล่	ช่อดอกไม้ของเซเมเล่ที่นางทำขึ้น\ขณะกำลังฝันหวานถึงรักชั่วนิรันดร์ของโลกิ
1050805	ช่อดอกไม้ของเซเมเล่	ช่อดอกไม้ของเซเมเล่ที่นางทำขึ้น\ขณะกำลังฝันหวานถึงรักชั่วนิรันดร์ของโลกิ
1050813	ไมโครโฟนที่น่าหลงใหล	นักข่าว A.I จากช่องแชนแนลอีวิล\ไมโครโฟนสุดโปรด
1050814	ไมโครโฟนที่น่าหลงใหล	นักข่าว A.I จากช่องแชนแนลอีวิล\ไมโครโฟนสุดโปรด
1050815	ไมโครโฟนที่น่าหลงใหล	นักข่าว A.I จากช่องแชนแนลอีวิล\ไมโครโฟนสุดโปรด
